"","x"
"8475","@FalabellaAyuda @SERNAC Futon Elina  hace 2 meses $299.990 la semana pasada $499.990 oferta y por Cybermonday $349.990.. eso es publicidad engañosa. https://t.co/PSkopd6ABC"
"8476","@FalabellaAyuda @FalabellaAyuda sigo y sigo y sigo esperando. a #Chile no hace bien tener empresas con este perfil. #ChileDesperto y no va a arriesgarse en comprarles ahora ni en #CyberMonday #cyberday, navidad,.etc ... @SERNAC apoyo por favor @T13 @24HorasTVN @meganoticiascl"
"8477","@FalabellaAyuda @CMRayudaCL por qué si quiero pagar con débito, pero no con sus tarjetas no tengo opción? Por qué son tan sinvergüenzas??? #Cybermonday2020 No les compren a estos estafadores! https://t.co/9jsXv3rYqN"
"8478","@FalabellaAyuda @CMRayudaCL @CMRayudaCL una falta de respeto impresionante!! 6 “ejecutivos” y nadie sabe nada!!  @SERNAC ES LEGAL q las tiendas SOLO permitan usar SUS tarjetas para pagar en ellas?? #Abuso #burla #Cybermonday2020"
"8479","@FalabellaAyuda #demandacolectivafalabella ! son #estafadores #ladrones  el #Cybermonday2020 es un robo para que las empresaspuendan vender sin limite de stock y despues decirte que te cancelaron la compra"
"8480","@FalabellaAyuda #Cybermonday2020 App dice despacho gratis por compras sobre un monto y productos seleccionados pero al llegar al final, te cobran en casi todos Por qué mejor no dicen desde un principio que el producto no tiene despacho gratis para así evitar la pérdida de tiempo? https://t.co/ZHut8XWyqD"
"8481","@FalabellaAyuda #Cybermonday2020 #cuarentena FALABELLA DEJA DE ESTAFAR A LA GENTE !"
"8482","@FalabellaAyuda  hola necesito comprar dos productos en el cyberMonday  me aparecen con descuento pero al momento de pagar refleja en valor original del producto (cod:14599326, cod:14599309). Que debo hacer?"
"8483","@Falabella_ar Luego de identificar que del lunes al martes cambiaron el descuento en el medio del cybermonday y me vi afectado, segui la recomendacion de Atencion al Cliente, cancele la compra e hice una nueva.
Espero que este tramite no tenga costo tal como me aseguraron."
"8484","@Falabella_ar desastrosa para comunicarse, un cero para solucionar los problemas que ellos mismos provocan. Para qué participas del #Cybermonday2020 si no estás a la altura?"
"8485","@FainPablo @Philips_Ar Bue... 15%...tampoco es que se mataron con la oferta. Es una ofertita, no una oferta de cyberMonday."
"8486","@FainPablo —No hay leche, sólo compraste lamparas inteligéntes
—Es época de Cybermonday Marge,sólo podemos disfrutarlo en estos días, luego el gobierno nos lo quita https://t.co/EtwndR25pC"
"8487","@facundo_amati No te olvides que estamos en la semana del cibermonday y le podes comprar electrodomésticos robados a este negro de mierda que tiene unos precios que te caes de ogt @FelipeMendana"
"8488","@facufr17 Che. Tu amigo tiene el cybermonday en su emprendimiento. No seas tan culeao"
"8489","@FaaFalcon ESTOY MIRANDO Y EL CIBERMONDAY ES UNA MENTIRA MAS DE ESTE PAIS !!!

QUE DIFERENCIA PODIA SER? SI TODO LO QUE SE DICE EN GENERAL ES MENTIRA, PORQUE ESTE TIPO DE VENTA Y DENTRO DE ESTE PAIS SERIA DIFERENTE?"
"8490","@EZonico Hola Esteban! Soy Ara, te dejo los productos participantes del #CyberMonday 
<U+0001F449> https://t.co/kcCsioalQF

Ante cualquier duda o consulta, quedo a disposición.
Saludos."
"8491","@ezequiestranged Bueno, bien! Te sirvió y pudiste aprovechar el CyberMonday! Golazo"
"8492","@EzequielSack El cuadro con el CyberMonday está un poco mas barato, solamente cuesta 5 palos verdes"
"8493","@EzequielPepa Bueno no te doy tu regalo de cybermonday"
"8494","@Exagerardez Fotos de gatos, cibermonday, se viene el carnet de San Lorenzo?"
"8495","@euTatu Descuento de aca, de allá, cybermonday, asi no se puede :’("
"8496","@espositoandrea No se cuanto pagaste la alfombra... y cuanto seria el 29% menos....
Aca el #Cybermonday siempre es curro!!!"
"8497","@Ernestou @lulens Ernes, te recomiendo que la compres antes de que arranque el cybermonday..."
"8498","@erix2604 @TaiaEsc Tiene tongo con el cibermonday y quiere verte reventar la tarjeta,otra explicación no encuentro,cómo vas a poner algo electrónico en el lavarropas? https://t.co/lb5gnHad01"
"8499","@EriSerrano12 CyberMonday y me compré un barbijo en 18 cuotas de 10 pesos. Por qué? Porque pintó, es muy bonito y no confío en la economía del país para pensar que en un año y medio van a valer algo esos 10 pesos..."
"8500","@ericlang80 Hola Eric, buenos días! Soy Sol, verifico que el producto que nos mencionas no es participante del #CyberMonday. Te adjunto el link de los Smart Tv que participan de dicha promo <U+0001F449><U+0001F3FE>https://t.co/2WveIASEUE Ante cualquier consulta quedamos a disposición. Saludos!"
"8501","@entel_ayuda he intentado comprar un nuevo equipo con las ""ofertas"" de cybermonday y al momento de seleccionar el equipo me dice que con mi plan no puedo comprarlo cuando las cuotas del equipo son más baratas de lo que estaba pagando, necesito una explicación"
"8502","@Ensitohdbh Los emprendedores tienen el verdadero cybermonday"
"8503","@enorelbot Hoy es cybermonday aquí en Chile, y lo que usualmente hacen las empresas es inflar los precios 5 días antes para hoy decir que ""los bajaron"" y la gente igual se vuelve loca comprando xD"
"8504","@emapiedrabuenaa Esa página compara los precios antes y durante el cibermonday. Para que verifiques porque si te hacen una cama, no es cómodo
 https://t.co/OSuc88HGbG"
"8505","@EluuRodriguez Jajaajaja ya me contestaron precio.
 Cibermonday haz lo tuyo"
"8506","@ElLagar76119841 Mejor le compro a las pymes que no están en el #Cybermonday2020"
"8507","@Eli_Piojo Hola Eliana! Las balanzas Beurer que mencionas no participan del #CyberMonday. Te dejo la balanza que está incluida! https://t.co/SiZwzFFzmG Para facilitar tu búsqueda podes encontrar todos los productos participantes del #CyberMonday En Garbarino acá <U+0001F449> https://t.co/kcCsioalQF"
"8508","@Elena42875585 @Motosk2 No te venden https://t.co/6iXmPOrLmE"
"8509","@Electrolux y @Samsung encanutandose las cosas en el #cibermonday. Todo sin stock, un papelón mayúsculo, nefastos, son la escoria del país"
"8510","@eldesconcierto @chileconvoca SUMA Y SIGUE PARA ESTE #GobiernoDeInutiles #GobiernoCriminalyCorrupto 
#cuarentena #RDChile #cibermonday #buenosdiastvn ""Puente Alto"" #LaVozDeLosQueSobran ""Fundación Jaime Guzmán"" 
#ContigoCHV #FuerzaAbuelaConSegundoRetiro"
"8511","@ElComandantesup Cybermonday: eso que no necesitas al precio casi justo."
"8512","@ElBorradorTwit Vamos! Hay que seguir aportando!! #Cybermonday2020 #RadioFest2020 @leonardofarkas !!!! @fabriziocopano @ValdebenitoNata @ElBorradorTwit"
"8513","@ElArgenTico Podías haber aprovechado el cibermonday que te salía 3 veces más cara y pagabas envío. No estuviste astuto Fede"
"8514","@eddentboy Ninguna , el cibermonday es todo una mentira , te aumenta todo un 40% 1 día antes y despues el día del cibermonday te lo ""bajan"" un 30% , osea estiras pagando más y encima te hacen creer que estas ahorrando"
"8515","@eddentboy Acá podés ver todas las tiendas oficiales que participan de la acción! https://t.co/6QVrA5E3KU"
"8516","@easytienda No se pueden agregar productos al carro.... <U+0001F926><U+200D><U+2642><U+FE0F><U+0001F926><U+200D><U+2642><U+FE0F><U+0001F926><U+200D><U+2642><U+FE0F>
#Cybermonday2020"
"8517","@easytienda falso #CyberMonday publican oferta y no está disponible ni para retiro y menos para despacho!! <U+0001F621> #Cyberfraudulento"
"8518","@easytienda el servidor se encuentra caído en pleno #Cybermonday2020 ¿Cuándo estará habilitada la página para compras? Llevo varias horas intentando y el equipo TI de Easy aún no logra resolver el problema... <U+0001F612>"
"8519","@easytienda #Cybermonday2020 , y dónde están las ofertas? Jajajaj son muy chantas"
"8520","@dzapatillas esto no deberia ser denunciable como engañoso o algo asi? @bidcom #Cybermonday2020 https://t.co/Q0E1gZZMNw"
"8521","@dzapatillas @DNDConsumidor @BAconsumidor Sergio, hace dos dias que estoy pidiendo a @DNDConsumidor una respuesta por el aumento de cuotas en Universidades Privadas, nadie responde, ni llamando, silencio total... Bueno, por ahi los precios del cybermonday si le interesan...<U+0001F644>"
"8522","@dzapatillas @diamondsystem Durante el Cybermonday compre una GPU 1650 SUPER en Diamond System y me trajeron una 1650 comun, un modelo de menor valor y menor rendimiento. Si buscas la publicacion de la cual la compre ya cambiaron el nombre pero no la imagen. Como accionar? https://t.co/PanmJ4xmQ0"
"8523","@dzapatillas @AndresDelgado45 Dejamos dato: Si las ofertas que presentan inconsistencias se encuentran publicadas en https://t.co/6QVrA5E3KU, invitamos a los usuarios a reportarlas desde ahí mismo para que podamos revisarlas con las tiendas correspondientes. Saludos!"
"8524","@dzapatillas 
1 hora y media antes del CYBER MONDAY un aire acondicionado en FRAVEGA estaba $79.999, a las 00:01 hs, un minuto de haber comenzado el #Cybermonday2020 .. EL MISMO AIRE, MISMA MARCA, MISMO ARTÍCULO $20.000 MAS CARO.
¿ESTO ES UN CHISTE? @fravegaonline https://t.co/70URCJ09fa"
"8525","@dreamolsun En mercadolibre por el cybermonday lo vi"
"8526","@dreamolsun @wildnfreebitch <U+0001F44B><U+0001F3FD> Pasamos a dejar link con todas las ofertas en Maquillaje https://t.co/mPfyaZ5LNH"
"8527","@domiduraand Jaja es cibermonday todo el año entonces"
"8528","@DNDConsumidor Pedi por @RappiArgentina y utilice un cupon mas el descuento propio del Cybermonday y me cobraron luego el dicho descuento. Primero me cobraron lo que me quedaba con el descuento y luego en mi homebanking me lo debitaron. Reclame y aun no tengo respuesta"
"8529","@DNDConsumidor La mentira de @Falabella_ar en el #Cybermonday2020 https://t.co/6HVHCfL5iw"
"8530","@DNDConsumidor buenos días! La Parfumerie con motivo del #Cybermonday2020 lanzó una oferta y cuando entras al link te cambia totalmente el precio. Se puede denunciar esto? Es falsa publicidad? https://t.co/ejGbAmNkxz"
"8531","@DNDConsumidor @telefecordoba @ElDoce @canal10cba @javirosemberg @GerardoLopez La imagen en la que dice $25.999 es del 29/10 a las 23:20hs antes de empezar el cybermonday con el 25% de descuento y la que dice $27.499 es de hoy 02/11 a las 00:16hs con el 21% de descuento https://t.co/3d1CRzhfc5"
"8532","@DNDConsumidor @KonjacOriginal y sus #estafas de #CyberMonday . Cuando lo expones, borran los comentarios de las publicaciones. 

#cyberweek #Cybermonday2020 https://t.co/R62h5sFmMd"
"8533","@DIRECTVServicio @DIRECTVChile Estoy tratando de contratar Directv en https://t.co/S5Je9Rbyca con la promo del CyberMonday pero no me deja continuar la contratación al agregar el descuento de 6 meses del CDF Premium <U+0001F612>"
"8534","@DIRECTVChile Estoy tratando de contratar Directv en https://t.co/S5Je9Rbyca con la promo del CyberMonday pero no me deja continuar la contratación al agregar el descuento de 6 meses del CDF Premium <U+0001F612>"
"8535","@die_eme Juleriaque. Hace días y días que los vengo siguiendo y no subieron los precios antes del cybermonday. Hay buen precio"
"8536","@DFinanciero hola, cuando tendran disponibilidad de los descuentos de Cybermonday?"
"8537","@DespegarCl primero solucionen y contesten a quienes ya compramos antes de la pandemia y no han dado respuesta @SERNAC #Cybermonday2020 #noresponden #despegar https://t.co/ojYBIxdbmy"
"8538","@DespegarCl Dónde soluciono mí problema si no contestan call center ni tampoco atienden en las supuestas oficinas? 
#despegarcl @AmericanAir @LATAM_CHI #Cybermonday2020"
"8539","@DespegarCl @Despegar @DespegarMx No le recomiendo a nadie que compre en despegar ahora con el #Cybermonday2020, desafortunadamente no hice una investigación sobre como están operando y ahora estoy metido en un problema porque no te dan ninguna respuesta ni atención #Fraude #despegar"
"8540","@DespegarAr te ofrece paquetes q destinos a los que no podes ir, en fechas que nadie puede confirmar y que como beneficio te ""PODRÍAN"" reintegrar el 50% de lo que pagaste (el otro 50% lo retienen ellos por los servicios prestados <U+0001F914><U+0001F937><U+0001F3FB><U+200D><U+2642><U+FE0F>).

#Cybermonday2020"
"8541","@DespegarAr Estafadores!!! Viralicemos!!! No comprar a @DespegarAr durante #Cybermonday2020 #CyberMonday"
"8542","@DespegarAr ¿Pueden apurar la página que #HeyQimi no puede hacer stream mientras no compre en el #Cybermonday?"
"8543","@Despegar
 
@Scotiabank_CL
 no puedo acceder al descuento que promocionan en https://t.co/zVKjWs0u5f a pesar de tener las tarjetas de crédito VISA y Mastercard de Scotiabank, el anuncio dice sólo por hoy y no especifica límite de stock

#Cybermonday2020 #CyberMondaychile 
@SERNAC https://t.co/VPTau5czDr"
"8544","@Despega
 
@Scotiabank_CL
 no puedo acceder al descuento que promocionan en https://t.co/zVKjWs0u5f a pesar de tener las tarjetas de crédito VISA y Mastercard de Scotiabank, el anuncio dice sólo por hoy y no especifica límite de stock.

#Cybermonday2020 #CyberMondaychile 
@SERNAC https://t.co/mrDs2ZR4Tp"
"8545","@Despega @Scotiabank_CL no puedo acceder al descuento que promocionan en https://t.co/zVKjWs0u5f a pesar de tener las tarjetas de crédito VISA y Mastercard de Scotiabank, el anuncio dice sólo por hoy y no especifica límite de stock.

#Cybermonday2020 #CyberMondaychile 
@SERNAC https://t.co/72RDc3r9qG"
"8546","@DescuentosRata Yo tb tengo una buena experiencia en el tema de los despachos este cybermonday...el lunes compré unas zapatillas en #Merrell y me llegaron hoy a medio día (despacho normal)<U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB><U+0001F44D><U+0001F3FB>"
"8547","@DescuentosRata Y supuestamente tenían 200 unidades, seguro que en 1 hora se acaba así <U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644><U+0001F644>https://t.co/WkdJGXm6ZM https://t.co/W82w1kp3Yr"
"8548","@DescuentosRata Pucha yo compre este producto hace como 2 años atrás y al mismo precio que esta ahora, y me a servido bastante y aún esta impeque. Lo malo que han pasado 2 años y aún así en cybermonday con el mismo precio https://t.co/yE5sAc06U4"
"8549","@DescuentosRata por favor suelten algún dato para estos parlantes. Siempre confío en ustedes <U+0001F64F><U+0001F3FC> #Cybermonday2020 #CyberMonday https://t.co/94ItVFJ39V"
"8550","@DescuentosRata Mira tío @descuentosrata. En #LaMesaDeTodos tienen pack lomos de atún o pack lomos de jurel San José a buen precio y con envío gratis en toda la RM #Cybermonday2020 
https://t.co/4s08IpmfBu https://t.co/rgPwg4hgS7"
"8551","@DescuentosRata me eh perdido de alguna oferta en consolas ????? #Cybermonday2020"
"8552","@DescuentosRata Listos @DescuentosRata ojala salga algo bueno del #Cybermonday2020 https://t.co/w3jp5FuFp1"
"8553","@DescuentosRata Esto una estafa https://t.co/CtXx0XcsUQ deberia ser allanado. Hay miles de reclamos. A mi no me devuelven una compra cancelada por falta de stock del cybermonday pasado"
"8554","@DescuentosRata en #latam a usa a 390 USD #Cybermonday2020"
"8555","@DescuentosRata el The Last Of Us II y el Ghost of Tsushima están a 29.990 c/u en Hites
No bajan de las 45 lucas según @knasta_cl
#CyberRataLive #Cybermonday2020"
"8556","@DescuentosRata Cuál #CyberMonday ???
O sea enserio, alguien vió alguna oferta?
Yo vitrineo seguido y la verdad es que no encontré ninguna oferta decente."
"8557","@DescuentosRata Compro remedio cada mes, hace 3 #Cybermonday2020 #cyberday, en el primero FarmAhumada estaba con descuento $12 mil aprox. y #salcobrand y #CruzVerde con precio real ($18.000 aprox), segundo cyber #salcobrand a $12 mil y otras 2 a $18 mil, hoy turno #cruzverde 12 mil, colusión??<U+0001F937><U+200D><U+2640><U+FE0F>"
"8558","@DescuentosRata Cabros me quiero comprar el Acer nitro 5 que esta en abcdin a 700 lucas, lo compro ahora o espero hasta las 12 cuando empieza el cybermonday??"
"8559","@DescuentosRata Amigos #CyberRata luego de ver las ofertas del #Cybermonday2020 se puede decir que en Chile NO HAY libre comercio

ESTAN TODOS COLUDIDOS..."
"8560","@DescuentosRata Algún entendido que me diga si está es una real buena oferta o ahí no más <U+0001F605> https://t.co/uwyNPOpVGV https://t.co/PHBwCDzNRH"
"8561","@DescuentosRata algún descuento novedoso en viajes ? En el cybermonday? saludos"
"8562","@DescuentosRata <U+0001F38A><U+0001F389><U+0001F38A><U+0001F389>@plantitabuena en las últimas horas de #Cybermonday2020 #cyberplantita #CyberRata  quedan pocas unidades, no te quedes sin tus insumos de cultivo <U+0001F47D><U+0001F33F>

No digas que no te avisamos <U+2728><U+2728><U+0001F1E8><U+0001F1F1> https://t.co/EVK9fMAQhf"
"8563","@DescuentosRata ¿habrá alguna oferta de pendrive de 4GB este #Cybermonday2020 ?

Enviado desde Netscape Navigator"
"8564","@DescuentosRata ¿como es esta cama elástica ratitas? Según Knasta nunca ha costado 250 lucas, siempre costó 84990, #OfertaMula ? https://t.co/VyfTdSss7b  #CyberMonday #Cybermonday2020 https://t.co/YgzjwDjDEt"
"8565","@DescuentosRata @DescuentosRata Ojalá ganar el concurso en este #Cybermonday2020 
Gracias a #LaBarraCCU #RataConSed siempre <U+0001F602> https://t.co/TSXJfC30Gc"
"8566","@DescuentosRata #RataConSed y #LaBarraCCU  $7.600 c/p la Cerveza Cristal 24 Latas 350 cc buena Oferta del #Cybermonday2020 https://t.co/SZFrbQwlM1"
"8567","@DescuentosRata #RataConSed #LaBarraCCU Quiero mis líquidos para el calorcito  #cybermonday #CyberRata https://t.co/XufncxlRT6"
"8568","@DescuentosRata #Cybermonday2020 #CyberRata #CyberRataLive #CyberMondaychile #Cybercl #lider 
LED 40 Full HD Smart TV Android / 40S65A TCL 219.990 con opción de retirarlo en el local, para ahorrar el envío a domicilio, y con todo medio de pago.@LIDERcl 
https://t.co/Si8rMtxSb3 https://t.co/cDOyQ5m0cE"
"8569","@DescuentosRata #Cybermonday2020  rianse  la cantidad de gente entrando a SP digital https://t.co/vV9EvYUAZa"
"8570","@DeniseAravena Eso sí es sensato, el #Cybermonday2020 es un engaño doloso. Las grandes empresas inflan  sus precios y muestran rebajas, que en verdad son el valor real. Seguimos cayendo en lo mismo y fomentamos el engaño. Coticen, comparen y después verán. No gasten por comodidad"
"8571","@DeloElmo @exnorma_1012 Apá y el vestido de Fiambrola. En el Cibermonday 2x1"
"8572","@definitelimaybe Este #CyberMonday me está haciendo muyyy mal jajaja"
"8573","@DeboraBor20 Hay 2x1 en cibermonday.
Cuando entras a la página está ahí ni bien empieza."
"8574","@debacuarentofa A ver si hay algún lanzallamas en el cibermonday..."
"8575","@Davidtreslomas No.probaste con el cibermonday david<U+0001F60F>"
"8576","@daro_bayo Nono, en cosas mías, por suerte ya no toco más CyberMonday"
"8577","@DaniZarate14 Ponetela vos pendejo cabeza de termo, a ver si como efecto colateral les empieza a funcionar la única neurona q tienen. 
#GobiernoDeLaMentira #GobiernoDeInutiles #GobiernoDeMafiosos #gobiernoterminado #CyberMonday #BuenLunes #ArgentinaSinCristina https://t.co/FKzeNRoz25"
"8578","@DanielSabsay1 Las compraron ahora porque querían aprovechar el Cybermonday, había descuentos y pago en cuotas, son científicos.<U+0001F606><U+0001F606>"
"8579","@Daniela_M83 @dzapatillas @fravegaonline en el anterior cybermonday o blackfriday no recuerdo bien, hice lo de comparar el antes y el después en frávega, es siempre lo mismo por eso nunca más entré a comprar acá .. es más, viste las cuotas? seguro que ayer tenías más oportunidades de financiarlo q hoy, no? Son CHANTAS"
"8580","@Daniela_M83 @dzapatillas @fravegaonline @Cybermondayarg tengo entendido que cabe multa a los que hacen aumento en los 15 días anteriores a cybermonday"
"8581","@Danaerys12 El gobierno tiene menos legitimidad que el #Cybermonday2020 <U+0001F923><U+0001F923>"
"8582","@dalealbo Ahora debe de estar buscando refuerzos en el cybermonday, puta la gestion penca de espina me decepcionó completamente, somos los mas necesitados en este momento y ni rumores hay en materia de refuerzos"
"8583","@dafitichile Gracias por responder, pero mi problema es que al tratar de pagar cualquier producto sale otro valor en el total. Me pasa con cualquier producto que agrego al carro de compras. Aquí otro ejemplo. #CiberMonday2020 #cibermonday @SERNAC https://t.co/HEtkqRwF0Y"
"8584","@dafitichile #Cybermonday2020 lastima que estas practicas todavía existan en empresas que uno pensaría que son serias. @CaterpillarInc #cat #dafiti https://t.co/GKb1yB35Av"
"8585","@Dafiti_Arg Recien llame y cuando dije que aumentaron el precio tres dias antes del cybermonday me cortaron el telefono."
"8586","@dadatina Gracia' a dió todavía ni estrené lo que compré en el último cybermonday."
"8587","@dadatina @gpsfarma y #CyberMonday son mi perdición <U+0001F60D>
Autoregalos anticipados de cumple"
"8588","@Cybermondayarg seguimos con la mentira?
En Dia, galletitas Oreo, 31/10 $166.75, hoy, descuento 35% $161.89??? Si fuera REAL $108.
Asi es con todo.
 #Cybermonday2020  de los #Argentinos #Somos #Muy #BOLUDOS
Ivana Nadal
@DIA_Group https://t.co/YhNq98iiyW"
"8589","@Cybermondayarg Disculpen, ¿pero a uds les parece bien mostrar la foto en una publicación de un consolador? ¿En algún lado se informa que la página web de Cybermonday está restringida para menores de 18 años? La verdad que a mí no me parece que sea correcto https://t.co/6kh0ZQHi4M"
"8590","@Cybermondayarg @cacearg Vamooooos!! #5Ways #CambiasTuMundoYElMundo #Cybermonday @cacearg"
"8591","@cuspiderosa Vi en cibermonday un sex shop con uno a 2 mil pe. Y el satisfyer 2 a 8 mil"
"8592","@CulaDelCall Si. Se les va un poco el dedo. Antes la ventaja era cuando metían alguna financiación. Hoy da lo mismo comprar algo con o cybermonday"
"8593","@cruziisimo Si pones el hashtag empresale en ig vas a ver bocha de emprendedores con descuentos reales uwu dato: el cybermonday es marca registrada y tenés que registrarte antes, sino tenés que poner otro nombre a las ofertas"
"8594","@cronica Aprovechen para comprar este dolar CyberMonday!!! Pasa los 200 sin mirar atrás en breve."
"8595","@cristiannmillo Hay que comprar verdes que están en CyberMonday"
"8596","@cristalmnzv Justo el momento para comprar uno en cybermonday"
"8597","@cries_in_1_d #CyberMonday y todo eso aaas https://t.co/H0IKeBLVE9"
"8598","@CrazyLooperz No llores por los precios del  #CyberMonday. Ustedes votaron socialismo, merecido tienen que las empresas ahora los caguen de arriba a abajo."
"8599","@CorteSupremaAR Cris aprovechó el cibermonday y se compró cuatro de los cinco jueces supremos que había en stock"
"8600","@corona_chile reviso todas las semanas por si aparece un par cortavientos que tienen en la publicidad pero no en la página y sus descuentos de hoy no han cambiado nada a los de un día normal @cybermonday #CyberMonday #CyberMondaychile #Sernac @SERNAC https://t.co/N5KyKtvPmL"
"8601","@Cooperativa no voy a gastar ni 1 peso en mas cybermonday."
"8602","@Cooperativa fue una estafa, este cibermonday inflaron los precios y luego los bajaron a como los tenian antes"
"8603","@Cooperativa Creerle a Cadem, es como creer que el #Cybermonday2020 tiene descuentos de verdad <U+0001F605>"
"8604","@Cooperativa @tv_mauricio compre en el #Cybermonday2020 pasado en @homecenter_cl y hasta hoy no llegan , la verdad es que no veo quien pueda ayudar ya que el @SERNAC no sirve de nada para los clientes ."
"8605","@ContigoCHV @Bienvenidos13 @MuchoGustoMEGA @BuenosDiasTVN
@homecenter_cl @SodimacAyuda Homecenter ya superó todos los límites. Hoy ingreso denuncia por estafa. #Denuncia
En este #Cybermonday2020 NO COMPREN EN HOMECENTER, porque no envían y luego nadie te responde. #SinVerguenza https://t.co/JR1y9yqsc6"
"8606","@comunidadlenovo En este cibermonday #NOCOMPRESLENOVO, son una estafa. Hace seis meses compre una notebook para trabajar, dejo de funcionar, el servicio tecnico ""tomo mi reclamo"" CINCO VECES y todavía estoy con la computadora parada hace dos meses. Me perjudicó muchisimo"
"8607","@comunidadlenovo @_Tasurinchi_ En este cibermonday #NOCOMPRESLENOVO, son una estafa. Hace seis meses compre una notebook para trabajar, dejo de funcionar, el servicio tecnico ""tomo mi reclamo"" CINCO VECES y todavía estoy con la computadora parada hace dos meses. Me perjudicó muchisimo"
"8608","@comunidadcuerva @TiendaSoyCuervo Ni empezo cibermonday que el buzo y el pantalon ya estan ""agotados"""
"8609","@compumundo Que humo, llega cibermonday!!!"
"8610","@CompraloAhoraCL Yo esperaba ofertas de onlyfans
<U+0001F620><U+0001F92C>Jajaj #Cybermonday2020"
"8611","@CompraloAhoraCL Por acá @Columbia1938  no llegan los productos comprados el 31 de agosto en #cyberday  y tampoco devuelven dinero. La empresa responsable es FORUS S. A. que vende más de 30 marcas (Hush Puppies, Azaleia, Mountain Hard Wear, etc) #Cybermonday2020  #CyberMonday  #CyberMondaychile"
"8612","@CompraloAhoraCL Perfume élite lejos siempre lo mejor de #Cybermonday2020"
"8613","@CompraloAhoraCL Lo único q encontré fue en paris unas zapatillas q venía siguiendo hace tiempo, de 49 bajaron a 29 a las 00:00, y dafity y merrel tienen sus buenos descuentos, del resto nada, un asco #CyberMonday"
"8614","@ColombraroHnos comprar on line y cobran envío $390 no dando opción retirar tienda! Vivo 2 cuadras de un negocio del deposito no pueden enviarlo tienda??? Una estafa cybermonday"
"8615","@ColoColo estan vitrineando algún jugador en este #Cybermonday2020 ??"
"8616","@colobattista ¡El capital se consigue con ahorro propio o ajeno (crédito)!
Yo me refiero a esa cosa de ""no necesito nada, pero quiero comprarme algo"" y entras a ver el cybermonday o algo así."
"8617","@cokilitvin Todavía funciona el hoax del Cybermonday ? Ofertas engañosas + cyberriesgo ...<U+0001F914>"
"8618","@coco_russo nos vamos de compras a la tienda online del @Cuencodeplata ? aprovechemos el #cybermondayarg ! https://t.co/Kg5TEGE8Iu"
"8619","@coaniquem está en el #Cybermonday2020 https://t.co/Ga8APCwwEm"
"8620","@CMRayudaCL @FalabellaAyuda estafa!! No hay tal #CyberMonday !! https://t.co/zC8Vro2HjF"
"8621","@CMRayudaCL @FalabellaAyuda #Cybermonday2020
Me sumo , es que Falabella son muy cara de raja. https://t.co/vP84WS4ORT"
"8622","@Cmachuca90 @DescuentosRata @LIDERcl infladisimo, en el cyberday pasado el ""precio normal"" era 259.990, ahora 269.990 y bueno en abril la tele estaba a 179.990 y un precio real de 249.990  xD de oferta NADA, que pasa Líder? #cybermonday"
"8623","@clauzn1 @vl29zn Hay stock? O es como en el cybermonday que de acaba antes que arranque la promo?"
"8624","@Claudyz83 o sea que ni hablar de aprovechar una promo 2x1 del #Cybermonday2020"
"8625","@claudiosavoia El último relevamiento dio como resultado un descuento por encima del 29% promedio. Hay que tener en cuenta que no todo el inventario y stock de las empresas forma parte de las promociones. 
Por último, en https://t.co/6QVrA5E3KU se puede reportar aquellas ofertas a revisar."
"8626","@claudiosavoia Claudio, queremos contarte que desde CACE (coordinadora de #CyberMonday) trabajamos con instituciones que funcionan como terceros neutrales con el fin de que se fiscalicen los descuentos ofrecidos.Este año será nuevamente la Universidad de Buenos Aires."
"8627","@claudiosavoia @BaylacJuan No existe el #CyberMonday en Argentina. Es una burla."
"8628","@ClaudiaDides de @ComunDignidad  presente en #ConstituyesMV falto el representante de @NoNeutrales y podriamos hablar de debate representativo del 25-O @soledadalvear vaya a dormir !! @SylviaEyzaguirr aproveche el #cibermonday"
"8629","@clarincom Lástima que en el #Cybermonday2020 no hubo promo de parcelas. Bien necesarias serán con la #SputnikV"
"8630","@Cibermonday truchisimo un Smart en @fravega y @Garbarino la semana pasada no pasaban los 24 mil pesos...hoy están desde 29 a 35 mil y te hacen el descuento y pagas 25 a 27....o sea pagamos más que el viernes pasado!! Argentina un país inviable."
"8631","@ciberchecho @DMatamala El último dato!!!
Atento al cybermonday la nueva constitución es la que viene con las mejores oferta
Jajajaja"
"8632","@chutass_ @melinacant_ @Pat_Pat @OtraPendeja es del 10%, con el cupón farma345 aplica el 25% y es acumulable con los descuentos del cybermonday. Pagué el protector 650 menos aprox"
"8633","@Chuca Es nueva y la compraste enferma? Eso es por el Cybermonday....."
"8634","@choti_75 Si no encuentras plancha vertical a buen precio tenemos una nueva sin uso en @mascasaventa en Instagram <U+0001F60A> #Cybermonday2020"
"8635","@ChicaTinto_ De las ""holandesas"" es, lejos, la mas rica. Hoy compré mis packs. La mejor compra del cybermonday... https://t.co/ssZV3LOgly"
"8636","@chiaritex A vos!! Me hiciste acordar que dafiti está bueno para comprar en cybermonday y conseguí zapatos de mi talle jajaj <U+0001F496>"
"8637","@chaquetumate capaz querian aprovechar la oferta por el CyberMonday (?)"
